in_id,brief_description,opened_at,closed_at,action,resolution,ai_l4,ai_l4_confidence,ai_l4_resolution_action,ai_l4_actionable,ai_l4_actionability_reason,ai_l4_rationale,category,subcategory,product,confidence_score,rationale,keywords_identified,self_resolved,root_cause_indicator
INC48706660,No Help Desk support needed: self-resolved,2026-03-02 11:58:32,2026-03-02 11:58:34,00100333621772468535//ghost call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48734666,No Help Desk support needed: self-resolved,2026-03-03 13:17:41,2026-03-03 13:17:43,HCP DROPPED THE CALL WHILE ON HOLD FOR CLAIM RESEARCH. // ANI 4706347800 // UUID 01URA63E1KCQ561H5VFKK2LAES00650F,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Description states the user self-resolved the issue.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48730000,No Help Desk support needed: self-resolved,2026-03-03 11:03:52,2026-03-03 11:03:54,Connection to server has been lost Reconnecting. internet is fine,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and user self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48730657,No Help Desk support needed: self-resolved,2026-03-03 11:21:45,2026-03-03 11:21:47,"from 7:40am-7:44am pst, I had to clear cache because Genesys was stuck on ""Loading please wait""",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket indicates self-resolved; classify under OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48713543,No Help Desk support needed: self-resolved,2026-03-02 15:16:08,2026-03-02 15:16:10,GHOST CALL Brief Issue: RECEIEVED THE CALL // DID THE OPENING SPIEL AND GHOST CALL SPIEL // DID  NOT HEAR ANY VALID RESPONSE.  UCID: 00066044421772485769 WORK SETUP: WAH TICKET:  ORS/CASE:D60611615062036,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly noted as self-resolved.,['self-resolved'],True,Unknown
INC48700477,No Help Desk support needed: self-resolved,2026-03-02 09:20:59,2026-03-02 09:21:01,SYSTEM ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket says self-resolved; classify as informational event.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48737530,No Help Desk support needed : self-resolved,2026-03-03 14:45:16,2026-03-03 14:45:17,cannot get into msid,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,States no Help Desk support needed and self-resolved.,"['self-resolved', 'no Help Desk support']",True,Unknown
INC48731295,No Help Desk support needed: self-resolved,2026-03-03 11:39:59,2026-03-03 11:40:00,BRIEF ISSUE    : Disconnected Call (member disconnected while trying to pull up account) CALL ID        : 00098440611772557925,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket says self-resolved; categorized as informational user self-resolution.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48709047,No Help Desk support needed: self-resolved,2026-03-02 13:04:35,2026-03-02 13:04:37,"schedule change, clearing out my WB",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Explicitly marked self-resolved; no support required.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48739887,No Help Desk support needed: self-resolved,2026-03-03 16:07:32,2026-03-03 16:07:34,login issue in citrix,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved; categorizes as operational informational event.,"['self-resolved', 'no help desk support']",True,Unknown
INC48705226,No Help Desk support needed: self-resolved,2026-03-02 11:20:31,2026-03-02 11:20:34,uuid: 00068311321772471895  disconnected call - beep sound,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket states no Help Desk support needed and self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48705260,No Help Desk support needed: self-resolved,2026-03-02 11:21:32,2026-03-02 11:21:34,dropped call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Explicitly states self-resolved; informational outcome.,['self-resolved'],True,Unknown
INC48716804,No Help Desk support needed : self-resolved,2026-03-02 18:24:12,2026-03-02 18:24:14,I'm having problems with my email,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Marked as self-resolved; no support needed.,"['self-resolved', 'no help desk']",True,Unknown
INC48706267,No Help Desk support needed: self-resolved,2026-03-02 11:47:51,2026-03-02 11:47:53,Laptop restart due to windows update,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly marked self-resolved; no support needed.,['self-resolved'],True,Unknown
INC48741884,No Help Desk support needed: self-resolved,2026-03-03 18:19:03,2026-03-03 18:19:04,panda outage,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,Self-resolved incident with no Help Desk involvement; aligns to ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48696368,No Help Desk support needed: self-resolved,2026-03-02 07:32:20,2026-03-02 07:32:21,DROPPED CALL/AVAYA ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Clearly labeled as self-resolved; appropriate to classify under OperationalEvents.,['self-resolved'],True,Unknown
INC48725957,No Help Desk support needed: self-resolved,2026-03-03 09:22:10,2026-03-03 09:22:12,System update,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket notes self-resolved; informational only.,"['self-resolved', 'no help desk support']",True,Unknown
INC48733120,No Help Desk support needed: self-resolved,2026-03-03 12:32:25,2026-03-03 12:32:26,system update - laptop restarted,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly marked as self-resolved; informational only.,['self-resolved'],True,Unknown
INC48738763,No Help Desk support needed: self-resolved,2026-03-03 15:25:27,2026-03-03 15:25:29,lost connection,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed and self-resolved; matches ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48711524,No Help Desk support needed: self-resolved,2026-03-02 14:12:38,2026-03-02 14:12:40,Dead Air was reported for call: 4044384226,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states 'No Help Desk support needed: self-resolved', mapping to OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk needed']",True,Unknown
INC48723764,No Help Desk support needed: self-resolved,2026-03-03 08:18:17,2026-03-03 08:18:19,VOICE ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,The description clearly states no help desk support needed and that the issue was self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48739646,No Help Desk support needed: self-resolved,2026-03-03 15:58:46,2026-03-03 15:58:48,System Update,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket states self-resolved; no support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48727693,No Help Desk support needed : self-resolved,2026-03-03 10:04:35,2026-03-03 10:04:37,call dropped,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,User_Error
INC48742695,No Help Desk support needed: self-resolved,2026-03-03 20:31:05,2026-03-03 20:31:07,4:29PM HST - call came in auto answer not working,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48700525,No Help Desk support needed: self-resolved,2026-03-02 09:22:20,2026-03-02 09:22:22,internet outage,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket indicates self-resolved without support.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48704818,No Help Desk support needed: self-resolved,2026-03-02 11:09:13,2026-03-02 11:09:16,"I am creating this request for documentation due to an issue with Genesys. The system is displaying a pop‑up under an incorrect name, which may impact our HIPAA protocol and processes. The pop‑up shows the name Elizabeth Boluch‑Wood on all calls, regardless of the actual caller.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Explicitly self-resolved; no Help Desk support needed.,"['self-resolved', 'no Help Desk support needed']",True,Unknown
INC48725279,No Help Desk support needed : self-resolved,2026-03-03 09:03:51,2026-03-03 09:03:53,Outlook is slow or either not responding,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,States self-resolved; no further action.,"['self-resolved', 'no help desk support']",True,Unknown
INC48707366,No Help Desk support needed: self-resolved,2026-03-02 12:17:41,2026-03-02 12:17:44,PC issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Marked as self-resolved; no further support needed, so classify as User Self-Resolved.",['self-resolved'],True,User_Error
INC48701112,No Help Desk support needed: self-resolved,2026-03-02 09:35:58,2026-03-02 09:36:00,connection issues,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Explicitly self-resolved, no help desk support needed.","['self-resolved', 'No Help Desk support']",True,Unknown
INC48740026,No Help Desk support needed: self-resolved,2026-03-03 16:12:54,2026-03-03 16:12:56,CALL GOT DISCONNECTED DUE TO HARD AVAYA ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no support needed']",True,Unknown
INC48695813,No Help Desk support needed: self-resolved,2026-03-02 07:13:15,2026-03-02 07:13:17,cannot pull up genesysy,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Incident states self-resolved; no assistance required.,"['self-resolved', 'no help desk support']",True,Unknown
INC48735319,No Help Desk support needed: self-resolved,2026-03-03 13:37:20,2026-03-03 13:37:22,genesys and spire latency,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48713870,No Help Desk support needed: self-resolved,2026-03-02 15:27:38,2026-03-02 15:27:40,laptop restarted,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no Help Desk support needed; self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48743158,No Help Desk support needed: self-resolved,2026-03-03 22:14:18,2026-03-03 22:14:20,phone wouldn't answer,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states no Help Desk support needed and self-resolved, matching OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk']",True,Unknown
INC48714984,No Help Desk support needed: self-resolved,2026-03-02 16:08:53,2026-03-02 16:08:54,call got disconncted due hard avaya issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48707598,No Help Desk support needed: self-resolved,2026-03-02 12:23:27,2026-03-02 12:23:30,dead air call no response from the caller gave dead air scripting and disconnecting the call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48711591,"Self-Service ticket: Information ticket only, no further support needed",2026-03-02 14:14:55,2026-03-02 14:14:55,"genysis outage. logged off and froze had to restart tried signing in was giving connection issue cleared cache and restarted modem and restarted again. seems resolved.

Product entered by customer:",Closed by Caller,,,,,,,ProcessInformational,,Informational Ticket,0.97,Self-service ticket marked as information-only with no support needed; matches Informational Ticket.,"['Self-Service', 'Information ticket only', 'no further support needed']",True,Unknown
INC48725745,No Help Desk support needed: self-resolved,2026-03-03 09:15:48,2026-03-03 09:15:50,RAISE A TICKET SYSTEM ISSUE FOR DOCUMENTATION,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly marked as self-resolved; fits operational informational ticket.,"['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48722108,No Help Desk support needed: self-resolved,2026-03-03 07:19:04,2026-03-03 07:19:05,"WAT Issue, WAT not pulling up restarted laptop twice",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket states self-resolved and no Help Desk needed; matches informational 'User Self-Resolved'.,[],True,
